date,t2m,d2m,tp,u10,v10,swvl1,wind_speed,relative_humidity,risk_score
2018-05-08,35.52641,22.39276,6.926444e-05,-1.0749204,0.05504322,0.37367654,1.0763288,58.468193,0.0
2018-05-09,40.60533,27.14884,6.8536942e-06,-1.4719048,-0.45471337,0.3809805,1.5405414,58.412365,0.0
2018-05-10,45.031063,32.420788,0.00015049816,-1.5300704,-0.13390528,0.38934255,1.5359186,61.086647,0.0
2018-05-11,44.74547,34.682446,0.00082089374,-0.9357739,0.9058802,0.39392617,1.3024176,67.601234,0.0
2018-05-12,39.297535,28.22283,0.0010735079,1.3631305,1.9958968,0.39403936,2.416967,64.23112,0.0
2018-05-13,38.95706,26.34361,0.00036279613,-0.18820684,0.4624069,0.3890034,0.49924138,60.243717,0.0
2018-05-14,39.559155,29.800667,0.0012044607,-0.18291675,-0.8136391,0.38902363,0.8339467,67.81223,0.0
2018-05-15,38.67035,31.03482,0.0013704434,-0.08281331,0.15867443,0.3909996,0.17898497,73.81027,0.0
2018-05-16,38.692665,29.70286,0.0012322491,0.15740108,0.77442455,0.38929042,0.7902585,69.86471,0.0
2018-05-17,40.051434,30.075148,0.0008475219,0.36041358,0.5835944,0.38780522,0.6859157,67.2732,0.0
2018-05-18,42.71492,30.982561,0.00018741198,-0.70606995,-0.74207765,0.3864825,1.0243114,62.97377,0.0
2018-05-19,42.97669,33.88691,0.0014597344,-1.5190248,-0.34537295,0.3884662,1.557793,70.06733,0.0
2018-05-20,43.86522,32.878498,0.0006334225,-0.99079174,-0.41158655,0.38583088,1.0728801,65.045425,0.0
2018-05-21,44.636032,36.08643,0.0020420975,-1.1703862,-0.36739412,0.3915948,1.2266957,71.77164,0.0
2018-05-22,44.948277,36.644695,0.0013313923,-0.21610464,-0.096761614,0.3932757,0.23677842,72.505585,0.0
2018-05-23,44.56485,37.38116,0.0020589556,0.47087792,0.5240096,0.39258334,0.7044942,75.73577,0.0
2018-05-24,43.311375,36.55365,0.0022255713,-0.15929121,-0.09292281,0.39241394,0.1844135,76.90025,0.0
2018-05-25,42.55029,34.9053,0.0014798598,0.28441107,0.3629242,0.39114892,0.4610896,74.173256,0.0
2018-05-26,44.21782,34.404972,0.001040287,-0.4561826,-0.4955217,0.38663924,0.67353123,68.21547,0.0
2018-05-27,44.203922,33.790386,0.0011266012,-1.0516534,-1.4003369,0.38354492,1.7512618,66.59812,0.0
2018-05-28,45.19536,32.787216,0.0008944331,-0.47520247,-0.7354744,0.37456104,0.8756369,61.60702,0.0
2018-05-29,46.81052,33.243523,0.00069884147,-0.4963301,0.11322006,0.3668122,0.50907993,59.025898,0.0
2018-05-30,46.33389,34.464252,0.0011357298,-0.008154814,1.0636165,0.36477622,1.0636477,63.10045,0.0
2018-05-31,45.974094,36.854916,0.0012576651,0.37940446,0.42884114,0.36539438,0.57258403,70.319855,0.0
2018-06-01,46.722,38.52702,0.0013350494,0.52249575,-0.26470432,0.3670311,0.58572197,72.99953,0.0
2018-06-02,49.767696,39.81503,0.0008730947,0.34567055,-0.46498695,0.36446318,0.5793971,68.48444,0.0
2018-06-03,51.8623,40.80731,0.0010438544,-0.37597385,-0.12608586,0.3597107,0.39655262,65.86022,0.0
2018-06-04,52.701008,42.51778,0.0009975391,-0.6307391,-0.7323547,0.358404,0.9665274,68.213234,0.0
2018-06-05,53.635777,43.297802,0.0010162301,-1.0691891,-1.0373611,0.35540763,1.489726,67.917244,0.0
2018-06-06,52.79746,42.0355,0.0018154596,-1.3120612,-1.0226165,0.35648394,1.6635051,66.72289,0.0
2018-06-07,51.76247,38.880688,0.0014053202,-1.2063597,-0.654664,0.3498503,1.3725482,61.33224,0.0
2018-06-08,51.087543,40.202076,0.0017710155,-0.4034306,-0.43793657,0.3460423,0.5954366,66.20009,0.0
2018-06-09,51.680313,41.858044,0.0016555557,0.8304694,-0.028284354,0.34374443,0.8309509,69.04986,0.0
2018-06-10,50.590683,39.627953,0.0014247013,2.0463855,-0.087399535,0.34331408,2.048251,65.94131,0.0
2018-06-11,42.673115,30.743456,0.0039460226,0.22072746,-1.6002733,0.35186562,1.6154242,62.46708,0.0
2018-06-12,42.82695,29.921867,0.0013125121,0.15180744,-0.17502935,0.34217572,0.23169112,60.062252,0.0
2018-06-13,46.505383,32.966637,0.0005472437,0.9776375,0.08521774,0.33589497,0.9813446,59.050114,0.0
2018-06-14,49.66644,35.582714,0.00057674124,1.1988285,1.2093896,0.33052415,1.7028836,58.219208,0.0
2018-06-15,47.287945,33.17501,0.0010946173,1.6834841,0.9804055,0.3350912,1.9481565,57.81537,0.0
2018-06-16,47.307262,38.05398,0.0039251917,0.00047924416,0.83628064,0.34474802,0.83628076,70.09777,0.0
2018-06-17,49.681625,41.90148,0.0024053736,-0.34236693,0.9730448,0.35578918,1.0315189,74.482635,0.0
2018-06-18,52.668774,44.189804,0.0019053806,-0.72863895,1.0043143,0.35686114,1.2407908,72.80764,0.0
2018-06-19,53.61681,45.92719,0.0021570276,0.35901937,1.4074255,0.35781422,1.4524949,75.1183,0.0
2018-06-20,55.21292,43.62541,0.0009081087,0.18086922,0.6128377,0.34922612,0.6389708,64.93118,0.0
2018-06-21,61.371304,46.275204,0.0001816493,-1.1124321,-0.38760588,0.33104143,1.1780252,57.58421,0.0
2018-06-22,57.72177,49.269535,0.0035879312,0.5557051,0.6773154,0.34869945,0.87610745,73.388535,0.0
2018-06-23,53.133602,44.52174,0.002468182,1.7957673,0.6664737,0.36207056,1.9154549,72.48728,0.0
2018-06-24,53.311813,42.56549,0.001506595,0.99134135,-0.63800806,0.3511236,1.1789029,66.82428,0.0
2018-06-25,53.72014,42.602196,0.0017395732,0.09639009,-0.7933335,0.34540942,0.79916775,65.92591,0.0
2018-06-26,54.768692,44.005604,0.0016272237,-0.43432084,-0.061036777,0.3401178,0.43858874,66.95395,0.0
2018-06-27,54.516254,43.64822,0.0013580942,-0.4069923,0.26533744,0.33858156,0.48584634,66.65624,0.0
2018-06-28,53.965714,44.05132,0.000985991,-0.29751858,0.060354054,0.33531395,0.30357853,69.06372,0.0
2018-06-29,54.44005,46.051823,0.0019292174,-0.021076938,0.0859085,0.34310555,0.08845625,73.23811,0.0
2018-06-30,55.052094,47.23459,0.002578934,0.27344665,0.076882675,0.35203692,0.28404933,74.89223,0.0
2018-07-01,56.222347,48.801594,0.0029329148,1.2320391,0.19706629,0.35728577,1.2477001,76.12398,0.0
